authorName,hIndex
Rajiv B. Kumar,1
Alexey Ignatiev,1
Arcangelo Castiglione,1
Dehao Chen,1
Thorsten Papenbrock,1
Swee Kiat Lim,1
Brian W. Mayhew,1
Anna-Katharina Pumm,1
W. K. Talley,1
K. Paynabar,1
I. M. Coelho,1
Xu Zhang,1
G. Kerpedzhiev,1
G. Rosser,1
Geetika T. Lakshmanan,1
R. Jin,1
Vasiliki Kalavri,1
Alexis Allot,1
S. R. Lewis,1
O. Bodenreider,1
Daniel Oberle,1
Junying Li,1
K. Schmidlin,1
Aishwarya Kamath,1
Ying Shen,1
D. Hanna,1
E. White,1
Y. Wilks,1
Mathieu Germain,1
Jianfeng Wang,1
S. Fountas,1
Jacqui Ayling,1
Hannah R Sullivan,1
R. Dietrich,1
Christian Muise,1
Alia Asheralieva,1
N. Kireeva,1
E. Vayena,1
Jeff Jonas,1
Zhenliang Ma,1
J. Cottingham,1
Kerstin Bongard-Blanchy,1
Masanori Arita,1
Eva Nourbakhsh,1
M. Kuo,1
M. Staniak,1
Abhay Bhadani,1
Sharon Newman,1
H. Horsburgh,1
Aidan Finn,1
Sérgio Jesus,1
Clara Mosquera-Lopez,1
Yongkai Wu,1
P. P. Khine,1
David W. Cearley,1
Wenjin Hu,1
Nnamdi Ogbuke,1
F. Tang,1
Devin Guillory,1
K. Dittrich,1
Guolei Sun,1
T. Glenn,1
Feng Wang,1
H. Majumder,1
Senxiang Lu,1
Gang Li,1
Saeed Ghadimi,1
A. Jayant,1
T. Chamorro-Premuzic,1
Sudarsun Kannan,1
C. Kingdon,1
Martin Brossard,1
Asma Ahmad Farhan,1
B. Saha,1
D. Berry,1
Wei‐Wen Wu,1
P. Jia,1
P. Schroy,1
Emmanuel Nyaletey,1
Tyler McDonnell,1
Pedro A. Szekely,1
T. R. Rao,1
Yinqiu Liu,1
Pavel Izmailov,1
Nicholas Lourie,1
Yutao Sun,1
Xiaokang Wang,1
S. Kona,1
H. Bosworth,1
Eyal Sagi,1
Asir Intisar Khan,1
A. Di Franco,1
Zeyuan Shang,1
B. Emir,1
Aaron I F Poon,1
A. Motahari,1
Trevor Perrier,1
Leon Derczynski,1
Mark Wilkening,1
Halil I. Cobuloglu,1
J. Pople,1
Tuan Anh Nguyen Gia,1
Kristian Kost'al,1
Sakshi,1
Jiaming Song,1
Cesare Pautasso,1
Long Yuan,1
D. Stutzbach,1
H. Brittain,1
Christian Schulz,1
Byeong-Hoon So,1
Arik Senderovich,1
Rory Mitchell,1
G. Ghosh,1
Kévin Le Rest,1
Katharina Weitz,1
A. Farimani,1
A. Heymans,1
A. Montgomery,1
Kelvin Ma,1
Yun-Wu Huang,1
Qiang Gao,1
Jeff Rasley,1
Jian Zhang,1
A. Pukrittayakamee,1
Akiko Aizawa,1
A. Outler,1
G. S. Morson,1
Qasim Iqbal,1
Jodi Schneider,1
R. Accorsi,1
Abhirup Dikshit,1
V. Chernyak,1
J. Munro,1
I. Bosikov,1
Mosleh Hmoud Al-Adhaileh,1
Shaoyue Song,1
Matthieu Dorier,1
Philip E. Bourne,1
M. Pauly,1
Huigang Chen,1
Peter Hase,1
Robert J. Lavidge,1
U. Leser,1
L. Ballard,1
Elad Eban,1
Hazim Almuhimedi,1
S. Van de Velde,1
T. Jutzi,1
M. Puddu,1
Nikolaos Papailiou,1
R. Kuo,1
Jerome Geyer‐Klingeberg,1
Xiaoying Wang,1
T. Thalhammer,1
S. Popov,1
L. Hsu,1
Junwei Jin,1
Björn Andres,1
Tommaso Fornaciari,1
Siddhartha Sankar Satapathy,1
J. Sonis,1
Benjamin J. Shannon,1
W. Chapman,1
E. O'Neil,1
A. R. Javed,1
E. Beigman,1
J. Nunamaker,1
Steffen Staab,1
Radosvet Desislavov,1
Nate Breznau,1
R. Grosse,1
Ranjit Singh,1
C. Fernández-Llatas,1
Hyungmin Jun,1
M. Anand,1
Sunando Sengupta,1
T. P. Quinn,1
Samuel Marchal,1
Enrico Steiger,1
Tal Ben-Nun,1
Gijs Overgoor,1
N. Detlefsen,1
P. Panov,1
L. Santoso,1
Xin Li,1
Abobakr Saeed Abobakr Yahya,1
Ke Zhou,1
Hugh Chen,1
H. Kremers,1
M. Clough,1
K. Pimple,1
C. Holman,1
Fausto Giunchiglia,1
C. Keet,1
Vatsala Anand,1
A. Cockburn,1
Hong Shen,1
Robin K. Hill,1
Frank A. Nothaft,1
February Friday,1
Till Winkler,1
Jeffrey L. Furman,1
K. Hu,1
George R. MacCartney,1
Alan Woolrych,1
Avi Goldfarb,1
H. Taheri,1
Henrik André-Jönsson,1
Ian Hurd,1
Eyal Winter,1
Zichen Xu,1
Ikram Ali,1
Nora'ayu Ahmad Uzir,1
Madura K P Jayatunga,1
S. Kilpatrick,1
Robert C. Seamans,1
G. Karagiorgi,1
G. Gkoutos,1
Eric S. Chung,1
J. Iavindrasana,1
P. Balthazar,1
Guoqing Chao,1
B. Vrdoljak,1
Ken Eguro,1
Harald Hampel,1
S. Rüping,1
E. Caiani,1
K. Katrinis,1
Chenxi Huang,1
Pilar Holgado,1
H. Zha,1
B. Krämer,1
Van-Dai Ta,1
M. Berghout,1
Anjali Dixit,1
Hannah Rashkin,1
J. Qi,1
K. Lechasseur,1
Stephan Bloehdorn,1
V. Gudivada,1
Nicolas Herbaut,1
Xuezhi Liang,1
P. Talukdar,1
J. Fackler,1
Jonathan Bootle,1
Claudia A Algaze,1
J. A. López-Riquelme,1
Anna Drewek-Ossowicka,1
Nuria Oliver,1
F. Lu,1
M. Coramik,1
Nontawat Charoenphakdee,1
Jianping Fan,1
Haiping Du,1
N. Peiffer‐Smadja,1
J. Mertens,1
V. Viduto,1
Lingzi Ma,1
Hua Fang,1
Alexander Ke,1
Matthias Haselmann,1
T. Kok,1
Bizhi Wu,1
Xiao-Ai Zhang,1
Grazia Murtarelli,1
C. Crawford,1
C. Prescod-Weinstein,1
J. Kasper,1
W. Max-Moerbeck,1
P. Willett,1
J. Cooper,1
Guy Golan-Gueta,1
Q. Do,1
Deepak Kumar,1
He You,1
Akhil Jabbar,1
Iakes Ezkurdia,1
Zhengyang Wang,1
Bilge Acun,1
Peivand Sadat Mousavi,1
Ben Green,1
Jiefeng Cheng,1
Gerardo Hernández,1
Chenggang Wu,1
Xianglong Liu,1
Sudirman,1
Nanyang Ye,1
S. Misbahuddin,1
Moonkyoung Jang,1
Evanthia Faliagka,1
Ludovic Cottret,1
P. Tetlock,1
Duygu Sinanc Terzi,1
J. Fox,1
I. Zikratov,1
Yuanyue Li,1
Lesia Semenova,1
S. Balatti,1
Jörg Thalheim,1
D. Dowding,1
Jingtao Yao,1
J. Brundage,1
Lucia Vesnić-Alujević,1
B. Kolev,1
M. Gagnon,1
H. Pedersen,1
Kun Li,1
Péter András,1
Gautam Srivastava,1
Jayashree Mohan,1
A. Flecker,1
Nicole Koenig,1
Byung-Kwon Park,1
A. Irmisch,1
Ing-Kit Lee,1
Toby Jia-Jun Li,1
Charlotte Tang,1
E. Steinberg,1
Changwu Huang,1
Huitong Qiu,1
Yuxiao Dong,1
J. Car,1
Rocío Joo,1
Jin Sub Lee,1
B. Wagner,1
Nitarshan Rajkumar,1
Ankur Gupta,1
P. Wu,1
S. K. Ramnandan,1
Gensheng Hu,1
Sam Amirebrahimi,1
Gabriel H. Loh Nuwan Jayasena Mark H. Oskin Mark Nutter Da Ignatowski,1
Arifa Nisar,1
Jiacheng Wu,1
Mehrnaz Afshang,1
I. Martínez‐Arranz,1
Josh Attenberg,1
Ernesto Jiménez-Ruiz,1
Yulong Wang,1
D. Popescu,1
Andreas Schultz,1
T. Churches,1
Fabian Gieseke,1
G. Leeming,1
M. Gulliford,1
M. J. Williams,1
M. Walter,1
V. Canuel,1
Elisa Leonardelli,1
C. Blair,1
Shruti Rijhwani,1
X. Niu,1
N. Barbosa,1
Haris Volos,1
A. Angelova,1
T. Kumar,1
N. Berente,1
Robert Binna,1
B. O’flynn,1
V. Mahalle,1
Francisco Claude,1
R. Sukkar,1
Ningning Zhu,1
F. McAlister,1
Paul Geoffrey Brown,1
Longbin Lai,1
Dimitra Maoutsa,1
Anna Kawakami,1
J. Piasecki,1
Ong Shu Yee,1
Vishal Shrivastav,1
F. Fonseca,1
J. Skilling,1
J. Yu,1
Cong Liu,1
Santanu Mandal,1
Yong Zeng,1
Yiding Liu,1
Fatma Özcan,1
John Meehan,1
Lunariana Lubis,1
V. Borkar,1
C. Chekuri,1
Bernd Heinrich,1
M. Lange,1
Na Young Lee,1
W. Grobman,1
Carlos Buil Aranda,1
Mahsan Nourani,1
M. Hirn,1
Shashi Kushwaha,1
Till Neudecker,1
Benjamin Lang,1
Bertram F. Malle,1
Andrea Doricchi,1
Yinan Zhang,1
R. Malek,1
Cheng Tan,1
Miguel Ángel Álvarez de la Concepción,1
Hao Wei,1
Asside Christian Djedouboum,1
S. Kane‐Gill,1
S. Davidson,1
Jacopo Urbani,1
Alberto García-Durán,1
Óscar Araque,1
Kensei Jo,1
Tameru Hailesilassie,1
Ethan W. Dereszynski,1
Kangcheng Lin,1
Jessica Li,1
Anita C. Liang,1
C. Martin,1
Ping Wang,1
Ximing Qiao,1
G. Cândido,1
S. Dabiri,1
Xin Ding,1
Sangheon Oh,1
H. Mendes,1
Amanda Raybuck,1
S. McLennan,1
A. Washington,1
Sebastian Speiser,1
Hokey Min,1
A. Manrai,1
Yunpeng Ma,1
Jin Shieh,1
Marcello M. Mariani,1
Xin Sun,1
W. Hautz,1
J. Parsons,1
Ebrahim Babaeian,1
S. Parthasarathy,1
S. Woutersen,1
Janna-Lynn Dupree,1
C. Fung,1
Yangfeng Ji,1
Lukas Blunschi,1
Sean W. Smith,1
Juan Ye,1
Christopher Frye,1
Morteza Dehghani,1
S. Leonelli,1
W. Dai,1
Richard Cumbley,1
A. M. Keller,1
H. Leopold,1
S. Cha,1
Oliver Stromann,1
Martin Braschler,1
Yoonyoung Park,1
Alane Suhr,1
A. Saminathan,1
A. Jefferson,1
Wei‐Chiang Hong,1
Hanne De Jaegher,1
Amy Nelson,1
Ting-Hao 'Kenneth' Huang,1
S. Schulz,1
Naman Goel,1
F. Dankar,1
Alessandro Mantelero,1
Yueling Ma,1
R. Clarke,1
C. Poojari,1
M. Serafini,1
Ranjay Krishna,1
Kaspar Riesen,1
D. Self,1
I. Haddad,1
Jiajun Liang,1
Pablo Barceló,1
M. Yannuzzi,1
M. Ailenberg,1
R. Wright,1
Yuxin Liu,1
J. Such,1
A. Siddiqa,1
A. Bonfante,1
Michael Linegang,1
M. Clayman,1
S. Alotaibi,1
Meisong Wang,1
Xiaofeng Zhang,1
S. Byna,1
K. Kashino,1
M. Dickstein,1
D. Coyle,1
Yusuke Sato,1
G. Lohman,1
Anian Ruoss,1
V. Sintchenko,1
D. Alden,1
Merve Hickok,1
Akshitha Sriraman,1
A. Mannarino,1
Y. Wind,1
Wouter Boomsma,1
Min Li,1
Philip Derbeko,1
I. Assent,1
O. Bidder,1
J. Dubin,1
Emily M. Powers,1
Rahul Nair,1
J. Shalf,1
P. Sgall,1
Oscar Novo,1
Mina H. Farid,1
Cheng Zhang,1
V. Feldman,1
Carlos Bermejo Fernández,1
S. Davis,1
K. Dorst,1
Yuan-Jyue Chen,1
Feng Li,1
Marta Sans,1
Shreya Ghosh,1
Feng Cui,1
Enno Ohlebusch,1
J. Mothe,1
Stanislaw Jastrzebski,1
Peter A. M. Ruijten,1
I. Scott,1
Gunjan Mansingh,1
L. B. Harman,1
D. Krugman,1
S. Sood,1
P. L. Noac'h,1
J. M. David,1
Behailu Negash,1
Shusen Liu,1
N. Mathers,1
V. H. C. de Albuquerque,1
J. Sheth,1
Zhijing Jin,1
Khaled Koutini,1
Xiaowu Deng,1
C. Poirier,1
Javier Castro,1
Douglas R. May,1
D. Timmermans,1
Erwan Scornet,1
Ryan D. Egeland,1
Konstantinos Zoumpatianos,1
Henry Liu,1
Parag Agrawal,1
Anu Sayal,1
Eka Miranda,1
F. Biessmann,1
D. Matlock,1
J. Goldhahn,1
Xiangyu Ge,1
Kai Wu,1
Erica Del Grosso,1
M. Reyna,1
Shubham Sharma,1
Divya M,1
Changhui Jiang,1
U. Frith,1
E. Bachmann,1
Sumijan,1
S. Knowles,1
M. Witting,1
W. Vogt,1
U. N. Dulhare,1
Royi Ronen,1
Tarique Siddiqui,1
Laura Salvotelli,1
Lukasz Golab,1
Chaofan CHEN,1
Xuefeng Peng,1
R. Lukyanenko,1
Wei Lin,1
Matt Casters,1
M. Skinnider,1
Beatriz Cardona,1
Xiaogang Shi,1
Katta Spiel,1
Yanqin Jin,1
C. Doña,1
N. Revell,1
Wen Shao,1
Gang Sun,1
Ioannis Kopanas,1
Vincenzo Pasquadibisceglie,1
Jean-Daniel Fekete,1
N. Shaikh,1
M. Guzdial,1
L. Malina,1
Daniel Grzonka,1
M. Layouni,1
A. J. Ramírez,1
Coral Walker,1
Hani Alyami,1
B. Supriyadi,1
Tianming Yang,1
W. Wang,1
Yunyao Qu,1
A. Kogelnik,1
Matthias Feurer,1
P. Dai,1
L. Trevena,1
S. Kairam,1
Yunru Zhang,1
Sean D. Holcomb,1
F. Legrain,1
F. Arndt,1
J. A. Bather,1
Alex Calderwood,1
E. G. D. Murillas,1
Daniel O. Olson,1
Bo Zhou,1
B. Maco,1
Michel Chilowicz,1
Q. Zeng,1
C.K.H. Lee,1
F. Chang,1
R. Dieng,1
Wenhui Hou,1
Mai Le,1
A. Ramachandran,1
Federica Danzi,1
Kiron Lebeck,1
Xian Zhao,1
Xuanyu Zhang,1
J. Sharko,1
M. Ghatak,1
Tanmay Anand,1
Lijian Yang,1
F. S. Gharehchopogh,1
Doreen Cabrera,1
Sujay Phadke,1
Vivek R. Narasayya,1
Ruei-Sung Lin,1
K. Anderson,1
Weida D. Chen,1
Pratima Sharma,1
C. Schiffman,1
Evans Rs,1
Zhiyuan Tan,1
K. Wenkel,1
J. Bewley,1
Carolyn Haynes,1
S. M. Hosseini,1
Amr A. Munshi,1
Nilamadhab Mishra,1
Tianzheng Wang,1
Ke Han,1
Qin Lyu,1
B. Cahour,1
Björn Niehaves,1
Derrick E. Wood,1
D. Dessí,1
T. Virdee,1
Guoren Wang,1
O. Rübel,1
Yuval Harari,1
M. Dignum,1
R. C. Amorim,1
K. Makhlouf,1
A. Beaulieu,1
V. Dhanalakshmi,1
Dong Li,1
P. Huijse,1
Riccardo Torlone,1
Prasad Patil,1
J. Connor,1
C. Pahl,1
Christopher Bryant,1
Denis Leigh,1
Thi Tuyet Van Tran,1
S. Visscher,1
Noriyasu Omata,1
H. Saeed,1
G. Pirrò,1
P. Brauner,1
R. Kibble,1
Shawn Wilkinson,1
W. Khwa,1
Christian H. Hanser,1
Mesran,1
Bin Li,1
C. Johnson,1
Mahdi Cheraghchi,1
Ella Browning,1
P. Grun,1
M. Aitken,1
L. Brown,1
C. Bielski,1
Andreas Liesenfeld,1
D. Ihde,1
Guangnan Ye,1
M. Dursun,1
Badr Ait Hammou,1
Xinyi Zhang,1
Louai Alarabi,1
S. Kovalchuk,1
Bertram Ludäscher,1
B. Namjou,1
A. Aamer,1
Yoshihiko Suhara,1
Anaïs Tack,1
N. H. Møller,1
Michael J. Muller,1
R. Khaddam-Aljameh,1
A. F. Cooper,1
Selena Russo,1
H. Seidling,1
Kun Cao,1
Kenneth Li-Minn Ang,1
E. Benami,1
Yue Wang,1
Gordana Dodig Crnkovic,1
Fabien André,1
Chenjuan Guo,1
Zihuan Xu,1
Tingting Xu,1
Yuehua Liu,1
Asma Ben Abacha,1
Chien-Yun Lee,1
Songül Tolan,1
Kai Li,1
Junfang Wang,1
C. Daraio,1
Anna Y. Q. Huang,1
Z. Inamdar,1
Kesheng Wu,1
Meihui Zhang,1
Nimalan Mahendran,1
Max Zvyagin,1
Srikant Devaraj,1
Evan O. Paull,1
J. Broekens,1
Esther Murray,1
A. Cohen,1
H. Weimerskirch,1
R. Ball,1
M. Amadeo,1
E. Markakis,1
Georgios Evangelidis,1
S. Mathew,1
S. Feuerriegel,1
F. Daniel,1
Christian Fikar,1
G. Prakash,1
G. Qi,1
B. Altshuler,1
Peide Liu,1
Catherine Y. Lim,1
B. Andò,1
Sherri Rose,1
Noura Al-Dhaheri,1
C.L.P. Chen,1
S. Kalmady,1
I. Lazar,1
Scott L. Marratto,1
D. Pensak,1
Mingliang Wang,1
M. Tsagkias,1
M. Masud,1
Jérome Soumagne,1
Van Gysel,1
P. Szilagyi,1
Chengliang Yang,1
Xuanmei Qin,1
Niladrish Chatterjee,1
Novi Quadrianto,1
Sarah Homewood,1
Song Yang,1
Gustav Aagesen,1
Prateek Pandey,1
Cecily Morrison,1
A. Tewari,1
Cory J. Kapser,1
Cédrine Madera,1
A. Nabaei,1
Lars Reinkemeyer,1
Xiewei Xiong,1
H. Aly,1
L. Sartori,1
Hiroaki Mikami,1
R. Fosu,1
Daryl L. X. Fung,1
Shuang Feng,1
Sanjith Athlur,1
Jiayi Yin,1
Yichen Yang,1
A. C. Curry,1
I. M. Shaluf,1
Fiona A. Hagenbeek,1
M. Michael,1
Tanweer Alam,1
Michael A. Hayes,1
Mi-Yen Yeh,1
C. Romero,1
Celeste Kidd,1
A. Acland,1
Renée J. Miller,1
D. Ashana,1
Yi Zeng,1
Angelika Strohmayer,1
Christina Lundström,1
Siying Ma,1
Tarja Poikkeus,1
D. Myers,1
Stefan Hrastinski,1
P. Asaro,1
S. Dwivedi,1
C. Turner,1
L. Gordon,1
J. Pokorný,1
James Cipar,1
David Schwalb,1
Salvatore Cannellaa,1
H. Reijers,1
S. Gorlatch,1
Hui Cao,1
Y. Benkler,1
Shai Ben-David,1
M. Marchesi,1
Oshrat Ayalon,1
Jingpei Yang,1
Aleksandar Bojchevski,1
Kanwarpartap Singh Gill,1
Birgitta Wireklint Sundström,1
H. Kumarage,1
Fabio Tosi,1
C. Clancy,1
Mark Latonero,1
I. Bartoletti,1
R. Anderl,1
Jian Dai,1
Phoebe Sengers,1
Assaf Eisenman,1
Mengda Huang,1
K. Klonick,1
Vindell Washington,1
Geoffrey Roeder,1
Gabriel Neagu,1
Suzanne Tolmeijer,1
K. Spanaki,1
A. Bozzon,1
M. Asif,1
Mark Antonius Neerincx,1
Dan McQuillan,1
Victoria J. Hodge,1
Shenggui Li,1
Stijn Goedertier,1
Fei Ye,1
Jane Henriksen-Bulmer,1
Zhiguo Qu,1
Tobias Emrich,1
A. A. Shevchenko,1
F. Weng,1
K. Alexiou,1
A. Asadabadi,1
Yong Yao,1
Dave Dawson,1
Jan Vykopal,1
L. Evers,1
Zhong Sun,1
M. Alaa,1
Natasha Nassar,1
Soeren H. Welling,1
Lidong Wang,1
Tejasvi Alladi,1
N. Stanton,1
Rateb Jabbar,1
Ivan Ermilov,1
Shruti B. Patel,1
Shaojie Qiao,1
I. Hirao,1
Hao Zuo,1
Stephen Miller,1
S. Asghar,1
Gaspard Harerimana,1
Jennifer Pierre,1
Sean O'Callaghan,1
V. Bonnemains,1
Tanwi Mallick,1
박승윤,1
W. Li,1
Nikos Bikakis,1
S. Velupillai,1
Koustav Rudra,1
Hamid Jafarbiglu,1
F. Kamali,1
J. Gonzalez-Dominguez,1
M. Nobles,1
K. Wright,1
Kyu-Pil Lee,1
Kevin N. Lin,1
Catherine E. Graves,1
Xian Zeng,1
Archith J. Bency,1
N. Sahebjamnia,1
Janita F. J. Vos,1
Jan Kossmann,1
Jacob Haspiel,1
P. Bourne,1
J. O'Donoghue,1
B. Pirouz,1
Augustin Toma,1
Qin Yao,1
Yongjiang Liang,1
Blend Berisha,1
Bibhu Dash,1
Lorenzo Caliendo,1
Wenzhong Guo,1
Jianhua Z. Huang,1
E. D. L. Rosa,1
Joseph Werther,1
Kuan Fan,1
Elochukwu A. Ukwandu,1
Emily Keddell,1
T. Koens,1
R. Bouman,1
Zhuoran Qiao,1
B. Vázquez-Barreiros,1
B. Rienties,1
B. Yuan,1
Florin Rusu,1
A. Srinivasan,1
Satoshi Hara,1
S. Oprea,1
B. Williamson,1
D. Petráš,1
Xin Dong,1
Wangxia Zuo,1
Saliha Azzam,1
Jean J. Ryoo,1
C. Lamb,1
Ting Xu,1
Jong Hyen Kim,1
Haoxiang Wang,1
J. Tatemura,1
Mohan Naik Ramachandra,1
Joan M. Donovan,1
Martin Haferkorn,1
Brian R. Dobing,1
V. Cepeda,1
Zhuang Qian,1
Muhammad Saleem,1
Katja Losemann,1
J. Becker,1
U. Straccia,1
Utkarsh Ayachit,1
S. Lissitsa,1
Yanfeng Zhang,1
Cyrus Rashtchian,1
P. Aghion,1
S. Ramakrishna,1
G. Flouris,1
Jofish Kaye,1
Anastasios Papagiannis,1
Lei Cheng,1
Samantha Krening,1
Jin-Kook Lee,1
Je-Min Hung,1
Tuan Cao,1
O. Sanhueza-Alvarado,1
A. Georgiou,1
Patrick Hoffman,1
B. Bruin,1
G. Pathria,1
C. Caicedo,1
M. Greenwald,1
Nathan Kallus,1
Yang Yan,1
Stacey L. Sheridan,1
Farman Ali,1
Mingdong Ou,1
A. V. van Peperstraten,1
O. Zimmermann,1
Naomi Jacobs,1
K. P. Smith,1
Eric Bogert,1
Ming Yang,1
D. Surinx,1
A. Najah,1
Maximilian Schleich,1
P. Bonatti,1
Ulf Michael Widenius,1
L. Tlach,1
Daniel Holliday,1
T. Parr,1
M. Sousa,1
Megumi Hatori,1
Seshadhri Comandur,1
Cecilia Ovesdotter Alm,1
Honglin Yuan,1
C. Arney,1
Lucas Caccia,1
Martin Schiegg,1
Reproducibility Summary,1
K. Maly,1
Ersan Batur,1
A. Khan,1
A. Arulselvan,1
Benedikt Boecking,1
Rick Sherman,1
Carl E. Betterton,1
G. Bazzani,1
Lingxiao Huang,1
Nedim Dedić,1
Lena Silbermayr,1
K. Hadullo,1
Artur Jeż,1
Daniel Tahara,1
Andrés Abeliuk,1
Mark E. McMurtrey,1
A. Plasek,1
R. Leszczyna,1
Murray A. Jorgensen,1
Wenyuan Li,1
Mark Zhao,1
Rong Liu,1
神尾 昭雄,1
Hugo Hromic,1
F. Terribile,1
M. Noonan,1
Tomáš Skopal,1
Wen-Jie Tseng,1
K. Rabuzin,1
Laurent Gatto,1
J. Bada,1
Chiara Garattini,1
C. Myers-Scotton,1
J. Owens,1
A. Gadomski,1
P. Palmisciano,1
J. Delfa,1
Abhishek Kumar,1
Se-hwa Ahn,1
Tim Furche,1
Lichen Cheng,1
A. Deiana,1
J. Abdulridha,1
E. Racine,1
P. Chhikara,1
Yosuke Yano,1
I. Tuxen,1
Anja Thieme,1
K. Rajan,1
C. E. Smith,1
Chang Liu,1
Michela Assale,1
Martin Raifer,1
Gayathri R.,1
N. Dagan,1
Xizhao Wang,1
M. Sani,1
A. G. Uriarte,1
Sree Nilakanta,1
Irfan Sudahri Damanik,1
Darren P. Mareiniss,1
Mara C Inniss,1
Suzanne M. Miller,1
S. Calloway,1
Sebastian Dunzer,1
J. Hunt,1
Cosmin Basca,1
Rashik Parmar,1
C. M. Wyss,1
F. Greaves,1
Norbert Jankowski,1
J. Hendler,1
Zhe Diao,1
Chat Wacharamanotham,1
Zhengyu Yin,1
Marie Douriez,1
Ana Nieto,1
Dongsheng Liu,1
A. Karasaridis,1
Jeffrey Bardzell,1
N. Tsendbazar,1
L. Seuront,1
Manish Gupta,1
Khaled Rabieh,1
B. Tulu,1
Richard P. Spillane,1
S. Romero-Brufau,1
Lawrence R. Charnas,1
Jong-Hyeok Yoon,1
I. Hofer,1
G. Paschos,1
Gerard de Melo,1
Rachna Behl,1
M. Khalgui,1
Tao Zhu,1
Huajun Chen,1
Otilia Stretcu,1
Nir Sapir,1
Hui Li,1
P. Guma,1
Jian Yang,1
A. D. Piazza,1
Jinlin Zhu,1
D. M. Strateichuk,1
Paulina Grnarova,1
M. Sambasivan,1
Carmen Gerea,1
Yao Li,1
Jeffrey Jestes,1
Heng Tang,1
Janya Chanchaichujit,1
A. Kalinin,1
V. Noskov,1
James Judge,1
Johannes Hennrich,1
T. T. Nguyen,1
Peng Xu,1
Johannes Doblmann,1
A. Borodin,1
D. P. Kovács,1
M. Thunberg,1
F. Masulli,1
E. Zapletal,1
A. Munappy,1
S. J. Zelst,1
H. Schevers,1
B. Ullrich,1
Shaker El-Sappagh,1
Xuancheng Guo,1
S. Commuri,1
Dimitrios Korkinof,1
D. Perard,1
Andrew J. Keith,1
P. Gupte,1
Norah L. Crossnohere,1
Youngseok Choi,1
Haichuan Shang,1
Rakesh D. Raut,1
Md. Abdur Rouf,1
J. Rodger,1
Bing Li,1
N. Kretschy,1
Fadi Maali,1
J. Wolff,1
Wingyan Chung,1
Sophie F. Jentzsch,1
R. Andrade,1
S. Lightstone,1
Nicole A. Maher,1
E. G. Caldarola,1
Claudio Marrocco,1
A. Kharal,1
David C. Lee,1
Farid Ashtiani,1
Lucien D. J. Valstar,1
Denise Maria Vecino Sato,1
J. Mcdermid,1
A. Mauri,1
S. Nandy,1
Suzanne V. Blackley,1
C. Chabrera,1
Lujo Bauer,1
K. Phasinam,1
Seungkyoon Shin,1
F. Miao,1
H. Mehrotra,1
S. Nativi,1
Abdulatif Alabdulatif,1
Yang Syu,1
P. Deprez,1
John Joon Young Chung,1
Lizhou Wu,1
J. Laffey,1
Ziawasch Abedjan,1
M. S. Silberman,1
Fatemeh Seyednasrollah,1
Danqi Chen,1
Jing Li,1
Siqu Long,1
N. Ivanova,1
Simonov Kusi‐Sarpong,1
S. Panesar,1
Pauwels Pieter,1
T. Haven,1
A. Kiviniemi,1
Ifeoma Ajunwa,1
Jelle van den Hooff,1
R. Curtis,1
D. Tax,1
Shaobo Min,1
Y. Zou,1
Francesca Bugiotti,1
X. Qin,1
L. Mackert,1
Agus Setyawan,1
ZhongXiang Sun,1
Ryan H. Lee,1
Florian Echtler,1
Peter Ondruska,1
Windania Purba,1
Zhen Qin,1
Vermeulen Km,1
Shubham Chandak,1
Florian Lamping,1
S. Yim,1
Ilias Diakonikolas,1
Michael S. Manak,1
Paweł Gawrychowski,1
Zhuo Chen,1
M. A. Jensen,1
Georgios Chatzimilioudis,1
Md Mahmudur Rahman,1
Alessandra De Paola,1
Christopher Baik,1
Angela A. Giardino,1
John K. Davis,1
M. E. Celebi,1
F. Cao,1
N. Ranc,1
Onur Asan,1
Shagun Jhaver,1
Aziz Sheikh,1
P. Mangalagiri,1
Chang Wei Tan,1
Simon Tong,1
Madhura Jayaratne,1
Peizhi Wu,1
B. Weiss,1
J. Robertson,1
Michael McShea,1
Liu Chuanyang,1
S. Fiore,1
A. Scheer,1
D. Brainard,1
Ping Zhang,1
Yueh-Hua Wu,1
V. Raoult,1
Marcel Keller,1
P. Fraternali,1
D. Arts,1
J. Dopazo,1
N. Anita,1
Brendan Meeder,1
Sina Mohseni,1
Xin-Ru Feng,1
Ismael Amezcua Valdovinos,1
Konstantinos Karanasos,1
Hasudungan Siahaan,1
E. Breyer,1
P. Biemer,1
I. Lorite,1
Rick Rickman,1
C. Prévost,1
Yile Chen,1
Stefan Schönig,1
Yanrui Bin,1
L. Abualigah,1
H. S. J. Chew,1
A. Marchand,1
D. Ginsbourger,1
Andres Munoz,1
Severin Engelmann,1
Jiahui Li,1
Mahmoud Abo Khamis,1
Ana Pereira,1
Fengcheng Li,1
Kar-Ann Toh,1
Leonid Boytsov,1
M. P. Fanti,1
Ngoc Anh Dung Do,1
Satadru Pan,1
Weiwei Sun,1
Ju-Kuo Lin,1
Juntao Liu,1
J. Qiao,1
P. Wongthongtham,1
T. Pei,1
Ying Lin,1
S. Kiyomoto,1
Yijun Song,1
Cansu Canca,1
Dong-Wan Choi,1
Jiayi Wang,1
K. Hristov,1
Mathieu d’Aquin,1
A. R. Barutcu,1
D. Wong,1
Nikou Günnemann,1
Azam Khan,1
